PC1,PC2,PC3,label,ra,dec,j_mag,h_mag,k_mag,kep_mag,planet_radius,orbital_period,star_teff,star_logg,star_radius,star_mass,lc_time0
-0.0209754826474185,0.5984970348359719,0.1531609058111385,0,286.6301,38.945599,12.121,11.795,11.731,13.397,4.32,14.55730897,5774.0,4.159,1.412,1.048,145.095012
-0.4370043499247181,-0.2008916987306279,-0.0139313609793723,1,290.21518,41.77597,14.438,14.14,13.961,15.808,1.19,2.83668931,5831.0,4.517,0.921,1.016,353.81531
-0.4346016279836717,-0.4705848917510542,0.061754604723512,0,291.43329,41.703442,12.213,11.823,11.774,13.507,1.16,0.974868896,5487.0,4.563,0.832,0.924,133.076265
-0.4890420288933633,-0.4204447099701295,-0.006201725830819,0,287.27264,41.635559,13.874,13.425,13.319,15.456,1.48,4.89721006,5093.0,4.483,0.847,0.794,133.39852
-0.4337404494715557,-0.3114330802319427,0.02074389655265,2,294.35049,38.602131,12.373,12.105,12.05,13.379,1.44,0.796722833,5959.0,4.121,1.334,0.858,133.07985
-0.4338585331320366,-0.2131094616964142,-0.0079799741653194,0,295.21664,38.77433,13.353,12.997,12.871,14.621,1.44,4.24153629,5776.0,4.34,1.047,0.875,133.45522
-0.1697374280729772,0.0413334519892721,0.1665733753982856,0,292.3215,43.881168,12.306,11.969,11.91,13.494,3.24,5.660669429,5746.0,4.266,1.173,0.927,137.416045
-0.1623565080416575,0.6870643799478628,0.006544325917942,0,286.58316,39.077202,12.288,12.003,11.966,13.42,3.14,17.32419108,5968.0,3.972,1.857,1.179,142.09977
-0.2166172626331564,0.5237361755703209,-0.0018619724626665,0,286.58316,39.077202,12.288,12.003,11.966,13.42,3.13,33.0063185,5968.0,3.972,1.857,1.179,145.38821
-0.3552020879048221,0.0088377065835335,0.006729870408972,0,288.1337,38.99688,12.337,12.024,12.011,13.459,2.06,11.13127159,5800.0,4.202,1.435,1.195,134.36341
-0.3926080145905378,-0.0913472980892404,0.000285980199186,2,290.86142,38.641129,12.572,12.326,12.244,13.599,1.19,3.47143963,6341.0,4.409,1.111,1.154,133.74061
-0.4227294241139109,-0.2520892331498555,0.0119208892300014,2,296.14877,47.934872,13.996,13.738,13.643,15.131,2.36,1.031096352,6371.0,4.426,1.072,1.117,133.93938
-0.4433235970481555,-0.3938247000573041,0.0067700420307701,0,293.61371,47.839001,13.927,13.263,13.139,15.847,2.15,11.00817635,4141.0,4.684,0.582,0.596,143.22611
-0.3047976883041978,0.2379199651588956,-0.0253886131318992,0,293.61371,47.839001,13.927,13.263,13.139,15.847,1.87,92.7495777,4141.0,4.684,0.582,0.596,173.27975
0.2354578825315207,1.8965956340033407,0.0452088066806841,0,293.2822,48.2859,10.684,10.221,10.121,12.183,12.41,52.5008645,4976.0,3.331,4.157,1.352,171.52114
-0.3617080734728657,-0.0121090855309551,0.0050081445195571,2,298.77338,47.786469,12.459,12.256,12.14,13.752,4.52,5.80181368,6020.0,3.86,2.097,1.162,137.57807
-0.441680382638988,-0.5585803545478689,0.0742785408637048,0,291.59409,48.44561,12.555,12.011,11.879,14.285,1.2,0.63133171,4441.0,4.71,0.53,0.526,133.94488
-0.4149156178697503,-0.2143926846259691,-0.0015849924255121,0,293.14648,47.729649,14.559,14.155,14.079,15.824,2.62,12.69905011,5291.0,4.489,0.882,0.875,184.9868
-0.1917694700616266,0.555145789025794,0.0019669556713788,0,289.08365,48.018131,13.557,13.237,13.195,14.755,3.13,55.6391882,5949.0,4.493,0.962,1.05,187.55044
0.4126530584432402,2.770050795382869,-0.0180324942959588,1,294.23007,48.204479,13.575,13.112,13.072,14.965,3.29,34.2966363,5490.0,4.263,1.167,0.911,143.66728
-0.4365662114782855,-0.2243045937087748,-0.0100438005245427,0,296.61487,48.082642,14.534,14.238,14.207,15.803,1.69,4.59726613,5999.0,4.494,0.959,1.045,136.47837
-0.4730282876543592,-0.3846256517411938,-0.0002478040983298,0,291.3909,48.065609,13.887,13.435,13.319,15.173,1.38,2.633852528,5114.0,4.463,0.878,0.817,134.56431
-0.4402799357633153,-0.2233501240070736,-0.0116727859041008,0,291.3909,48.065609,13.887,13.435,13.319,15.173,1.21,6.18670882,5114.0,4.463,0.878,0.817,136.63308
-0.4498776549308513,-0.3304966267023271,0.0011487049198449,0,290.92746,48.44355,13.542,13.201,13.135,14.775,2.88,20.34237838,5514.0,4.345,1.071,0.926,137.6952
-0.2847671045409599,0.2424772820653378,0.0063529977810404,0,285.42429,47.83461,12.852,12.529,12.462,13.971,3.0,23.58444746,5655.0,4.152,1.354,0.947,145.95798
-0.3205307838648018,0.0823209297337851,0.0185383752586255,0,288.85529,48.208542,13.006,12.755,12.832,13.832,3.07,10.1171684,6306.0,4.077,1.792,1.399,137.44489
-0.3709059779139027,-0.0397945299249497,4.934519349605736e-05,0,285.66269,48.435371,13.498,13.031,13.122,14.569,4.23,19.12947603,5372.0,4.007,1.71,1.084,139.4353
-0.1301061009953272,0.9502730744888268,-0.0376221167748542,1,285.66269,48.435371,13.498,13.031,13.122,14.569,3.33,144.688915,5372.0,4.007,1.71,1.084,256.343
0.2607695877327286,-0.3518054710379448,-0.142377469233693,2,294.77393,39.333839,14.212,13.861,13.798,15.58,58.56,2.171827838,5650.0,4.513,0.891,0.944,355.083686
0.129215136406896,-0.2690510154422933,0.1575308528074908,2,294.88181,39.161072,14.118,13.851,13.789,15.31,44.22,1.634614356,6121.0,4.468,0.97,1.001,133.96855
0.1242951222527947,-0.1872562287151735,-0.0576421831538868,2,296.47937,39.127571,14.185,13.767,13.723,15.484,1069.01,16.025018977,5776.0,4.582,0.789,0.879,367.693328
0.0505820029356083,-0.1835736555377329,0.1871116038948066,0,293.36285,39.212448,14.426,14.045,13.892,15.95,9.01,10.50682978,5127.0,4.589,0.782,0.872,360.082152
-0.0539114926650817,-0.489698987365244,0.3136760264146454,2,295.73193,39.587521,14.085,13.593,13.616,15.469,33.34,0.711966971,5486.0,4.47,0.83,0.741,134.223486
-0.2725367932502696,0.3665482243587482,-0.0233382380474815,2,293.61121,39.417519,14.542,14.004,13.836,15.908,18.11,15.6402515,5346.0,4.491,0.826,0.771,359.07991
-0.3775359029476796,-0.3131343835221904,-0.0176449061573575,1,295.80585,39.17799,14.341,14.014,13.884,15.671,5.04,80.9669561,5611.0,4.61,0.737,0.824,160.97672
-0.3133747993385333,0.147784810837462,-0.0091022247107018,0,295.37079,39.177212,13.688,13.214,13.163,15.03,2.85,33.1996355,5102.0,4.463,0.88,0.819,153.66086
-0.3292252917747597,0.0495559884945368,0.0038172598874352,2,289.7261,39.272831,13.907,13.35,13.255,15.703,19.78,8.65306587,4641.0,4.589,0.694,0.682,134.30886
0.6051325322131876,3.5980986146295275,-0.0657081896443549,2,289.7261,39.272831,13.907,13.35,13.255,15.703,2.15,94.219289,4641.0,4.589,0.694,0.682,196.1952
0.4825754648235765,3.203062689696041,-0.0658660225638502,2,289.7439,39.286301,14.071,13.712,13.58,15.454,1.93,94.225938,5421.0,4.564,0.852,0.969,196.1319
0.0162672605742823,1.1893030298244085,0.009486613684286,0,291.02014,39.22068,12.841,12.584,12.53,13.968,9.46,127.8334997,6505.0,3.973,2.17,1.613,293.41845
-0.3835511143549324,-0.0672111018008726,-0.0045390034038029,0,296.35867,39.115189,13.643,13.382,13.283,14.82,2.33,10.21864532,6100.0,4.376,1.083,1.017,136.8622
-0.312944587992607,0.2058515496494346,-0.0116333123247223,0,296.35867,39.115189,13.643,13.382,13.283,14.82,2.94,15.573637,6100.0,4.376,1.083,1.017,132.44282
-0.321524286440722,0.1926872231166219,-0.0179694555613534,0,296.35867,39.115189,13.643,13.382,13.283,14.82,2.92,40.1015561,6100.0,4.376,1.083,1.017,132.71244
-0.3746118300589974,-0.2441456492532158,0.0292220823976444,0,290.9343,47.357601,14.212,13.722,13.703,15.644,3.15,5.924993927,5016.0,4.641,0.679,0.743,169.71629
-0.3937683386133007,-0.1968551477982796,0.0049395719368054,0,290.9343,47.357601,14.212,13.722,13.703,15.644,2.39,11.34934848,5016.0,4.641,0.679,0.743,134.31805
-0.4612549075470941,-0.349451596491087,-0.0020465027364394,0,290.9343,47.357601,14.212,13.722,13.703,15.644,1.39,3.13295351,5016.0,4.641,0.679,0.743,135.67494
-0.4828423265117446,-0.4150961891136878,-0.0125342544135438,0,290.9343,47.357601,14.212,13.722,13.703,15.644,2.14,18.64349986,5016.0,4.641,0.679,0.743,141.62687
-0.1760596015325951,0.5389337694572869,0.0155979529770633,0,291.1973,47.3078,14.135,13.812,13.761,15.344,3.08,24.5434566,5955.0,4.52,0.91,0.999,187.92215
-0.3880246631579255,-0.1653356831090829,0.0060819831516697,0,298.34833,47.49123,14.131,13.673,13.657,15.282,2.78,13.28689997,5730.0,4.545,0.87,0.968,172.11932
-0.4524050669186392,-0.4901990670608798,0.0392018382099563,0,282.9838,47.57859,13.441,12.727,12.627,15.488,1.39,1.287076693,3736.0,4.724,0.525,0.533,169.815491
-0.3876633271692565,-0.1391368172050953,0.0016813353743873,0,287.60818,47.509682,13.963,13.471,13.353,15.556,2.44,17.6717714,4869.0,4.636,0.687,0.767,186.3704
1.1180570306026882,-0.2973885987089244,0.7435860967454612,2,296.95724,47.55381,14.054,13.732,13.609,15.278,21.55,23.355341391,5754.0,4.534,0.905,1.021,169.8339432
0.3618376728406742,-0.2880003203913994,0.4235202435045706,2,297.07993,47.597401,14.248,13.831,13.827,15.472,150.51,11.521446064,5795.0,4.554,0.848,0.938,170.839688
-0.3718255515778839,-0.1061208906326886,0.0184322592433929,2,283.76547,47.804298,13.732,13.212,13.14,15.269,1.58,2.696370652,4989.0,4.504,0.819,0.781,170.73769
-0.3832233472059619,-0.2149846057860943,0.0285512918065409,0,292.37613,47.880989,14.114,13.724,13.633,15.416,2.55,5.349553819,5185.0,4.44,0.91,0.831,171.80694
-0.4391510789753449,-0.2828828550185719,0.0025150837878595,0,292.37613,47.880989,14.114,13.724,13.633,15.416,1.7,3.94105221,5185.0,4.44,0.91,0.831,136.08662
-0.4077647736174079,-0.1004276193293871,-0.0142510280659815,0,292.37613,47.880989,14.114,13.724,13.633,15.416,1.3,8.10904807,5185.0,4.44,0.91,0.831,132.8031
-0.3884453960897077,-0.132194224338206,0.0002573231895828,0,290.46512,47.92918,13.81,13.298,13.201,15.377,2.95,21.67699193,4954.0,4.5,0.828,0.791,171.53594
-0.2204294760457894,-0.1599410689419558,0.0886137343237371,0,286.99948,48.37579,14.363,13.868,13.785,15.841,5.76,16.06864674,5031.0,4.485,0.848,0.801,173.621937
-0.3030846631087128,0.0700837112747754,-2.4568319590123164e-05,0,286.99948,48.37579,14.363,13.868,13.785,15.841,3.86,41.19725502,5031.0,4.485,0.848,0.801,165.00404
-0.4155840929588216,-0.2920747245328231,0.0142564637120225,0,286.99948,48.37579,14.363,13.868,13.785,15.841,2.65,6.252962249,5031.0,4.485,0.848,0.801,171.30126
-0.3964426652496465,-0.1684578995072768,-0.0028611355389639,0,297.02563,48.478588,13.855,13.323,13.214,15.39,3.1,16.01308419,5015.0,4.499,0.826,0.785,176.3608
-0.2709150591071124,0.0942161639215088,0.0327101757380323,0,285.71854,48.505859,13.824,13.37,13.299,15.082,3.36,32.62876672,5586.0,4.56,0.798,0.844,194.1019
-0.2622712553100563,0.4119120284849713,-0.0228683818454176,0,285.71854,48.505859,13.824,13.37,13.299,15.082,2.12,91.7732862,5586.0,4.56,0.798,0.844,193.8378
0.2884176652756485,-0.5361570952216069,0.5854765349703974,0,292.16705,48.727589,14.123,13.815,13.805,15.263,12.21,4.959319244,5712.0,4.359,1.082,0.976,172.2585292
-0.3960845988269242,-0.1084931275361119,-0.0137446735561681,0,294.20215,40.66341,13.703,13.215,13.133,15.208,2.37,56.2279271,4959.0,4.603,0.756,0.849,132.29259
-0.3858420800089085,-0.2023010722450573,0.0137308615257665,2,299.64285,40.691238,14.226,13.613,13.518,15.836,17.06,2.384052875,4794.0,4.58,0.701,0.683,171.58362
-0.4233308384059976,-0.2807127637285865,0.00690110565023,0,291.15878,40.750271,14.113,13.606,13.464,15.66,2.25,7.953547,4768.0,4.536,0.779,0.759,174.66224
-0.4569975927517852,-0.3273467286140952,-0.0031195621258508,0,291.15878,40.750271,14.113,13.606,13.464,15.66,1.48,4.14451656,4768.0,4.536,0.779,0.759,135.92831
-0.1636094172380827,-0.4142907076334789,0.1905839849867667,2,292.21436,40.759762,14.173,13.785,13.634,15.311,38.33,4.859386384,6072.0,4.47,0.988,1.05,173.011469
-0.2510241800502307,0.0750619587622002,0.0698351429132485,2,298.96112,40.862808,13.791,13.44,13.384,15.021,26.25,2.446737317,5764.0,4.548,0.863,0.959,170.66951
0.1547252053891981,-0.5772465284991225,0.4461559687336461,0,299.3161,40.82238,13.514,13.016,12.922,15.028,8.99,3.04033046,5035.0,4.519,0.791,0.754,169.9490106
-0.3728909504484047,-0.0418094776417539,-0.0112174083290347,0,285.16833,44.026459,13.97,13.359,13.289,15.791,1.9,27.9541337,4500.0,4.656,0.646,0.71,178.73791
-0.3233568510794005,0.1619471635390599,-0.0182694545988192,0,285.16833,44.026459,13.97,13.359,13.289,15.791,1.85,42.1406089,4500.0,4.656,0.646,0.71,139.0604
-0.4538313998980586,-0.343497289540993,0.0006662383771432,0,285.16833,44.026459,13.97,13.359,13.289,15.791,1.62,4.617490562,4500.0,4.656,0.646,0.71,135.04909
-0.4519335368253677,-0.3122529643964135,-0.0072456674892776,0,285.16833,44.026459,13.97,13.359,13.289,15.791,1.75,10.19849255,4500.0,4.656,0.646,0.71,137.92067
-0.3067815820133212,-0.1918462706459517,0.0787652045002919,2,296.50754,44.036072,14.153,13.808,13.757,15.289,4.33,5.795063956,5865.0,4.563,0.827,0.914,172.697467
-0.4163447161717013,-0.2906250214557608,0.0165466112841383,0,289.59476,44.141949,14.0,13.504,13.483,15.46,2.47,7.15681552,5029.0,4.494,0.838,0.798,174.13511
-0.464496590672961,-0.3741970109836906,-0.0050034814611579,0,289.59476,44.141949,14.0,13.504,13.483,15.46,2.43,17.64830851,5029.0,4.494,0.838,0.798,133.54533
0.8136859918008067,-0.5552111756726363,1.1397597708410172,0,285.24084,46.668251,12.858,12.605,12.549,13.958,12.14,3.024092505,6063.0,4.261,1.358,1.227,132.4168573
-0.1483366899701413,-0.5034299761654659,0.260694805237563,2,287.61633,39.127239,11.332,11.071,11.035,12.336,13.66,17.512014768,6224.0,4.33,1.132,0.998,174.282592
-0.4689221418118966,-0.439723136454086,0.0105045770589839,2,289.09323,49.424484,5.393,4.854,4.718,6.974,34.39,3.9886021,4813.0,2.472,13.652,2.016,171.01852
-0.3155229884830959,-0.4540622750555617,0.1462280292326215,1,286.0192,48.866741,7.388,7.343,7.355,7.748,133.56,0.533059312,8523.0,3.559,4.051,2.166,171.2274419
-0.1246622272071377,-0.0351556088054181,0.2385211002305489,1,282.00031,48.542221,8.816,8.765,8.736,9.275,8.25,13.118962443,7221.0,3.488,4.24,2.018,261.539434
-0.3751973227296475,-0.0615551201274444,0.0101110375460434,2,282.00031,48.542221,8.816,8.765,8.736,9.275,2.78,7.82187328,7221.0,3.488,4.24,2.018,123.49907
-0.02185998903016,1.1321211954527657,0.0212330555173492,1,295.80267,45.988079,8.661,8.457,8.407,9.582,2.52,53.5057611,6247.0,4.016,1.762,1.174,172.98304
0.5459292249246444,-0.075286221411877,0.4884169210183977,1,285.06335,44.167885,12.35,12.142,12.087,13.623,67.35,1.187352427,6424.0,4.186,1.489,1.243,133.465454
0.0941266886970968,-0.0766614014486557,0.047847249128665,2,295.03925,44.191059,14.27,13.952,13.83,15.472,16.94,4.020628573,6210.0,4.45,1.033,1.093,133.638478
0.2004146543104934,-0.3412235437596001,0.3966496103941753,1,299.78632,44.16954,14.295,13.888,13.856,15.623,9.29,5.714817603,5695.0,4.526,0.842,0.869,355.00831
0.977574990407717,-0.2138262066598233,0.4835835998336613,2,296.30942,44.165741,13.584,13.268,13.23,14.685,49.82,185.02288222,6025.0,4.237,1.367,1.18,273.185533
-0.3592126472964283,-0.1921650007940475,0.0375989002138534,2,300.867,44.14529,13.589,13.254,13.171,15.036,14.35,2.897432135,5970.0,3.619,2.994,1.359,450.75739
-0.3719722120125697,-0.2348628136517787,0.0399721467144048,0,287.5932,44.17942,13.707,13.301,13.239,15.07,2.86,8.70420525,5074.0,4.474,0.863,0.809,357.55941
-0.4847869162747674,-0.4553340669543774,0.0067951652778421,0,287.5932,44.17942,13.707,13.301,13.239,15.07,1.56,2.46697039,5074.0,4.474,0.863,0.809,354.93093
0.2572396720439125,-0.4367576106670487,-0.061165269678769,2,282.60336,44.28698,14.001,13.572,13.492,15.235,20.05,2.757794163,5747.0,4.514,0.891,0.948,135.232863
-0.1805194923028339,-0.464884532193942,0.0083360636421194,1,293.539,44.494919,13.924,13.396,13.316,15.464,28.44,0.696125302,5245.0,4.594,0.674,0.652,354.767068
-0.2402180712251118,-0.2024406871450116,0.0223999878889396,2,301.01672,44.233841,13.383,13.121,13.05,14.446,13.63,1.914158508,6289.0,4.407,1.118,1.164,134.644919
-0.1151867006454995,0.0740918202588754,0.0111274547763218,2,294.99734,44.321388,14.348,14.06,13.906,15.756,37.15,5.251916208,5542.0,4.52,0.872,0.919,357.321883
-0.0669198552645915,0.7868902317535453,-0.033501525336969,2,284.51962,44.453941,14.291,13.844,13.815,15.783,29.55,100.3039228,5055.0,4.566,0.772,0.8,277.0607
-0.2266414728243844,0.5284956489942623,-0.0126208816033792,2,284.51962,44.453941,14.291,13.844,13.815,15.783,3.28,200.61103346,5711.0,4.41,1.02903,0.954,456.84444
-0.2775552155709093,-0.0611976336507819,0.0781787779654413,2,301.40067,44.318039,13.804,13.479,13.393,15.022,43.98,0.986620248,6243.0,4.176,1.385,1.049,448.5959
-0.3143768788394843,0.1364096935475092,0.0091255910593241,0,291.01904,38.54557,12.143,11.767,11.708,13.331,1.74,29.6193891,5618.0,4.401,0.996,0.911,133.68205
-0.4477888180473902,-0.288734537407833,0.0003952445918228,0,287.30786,39.14473,11.606,11.184,11.074,12.988,1.91,6.40087137,5426.0,4.107,1.421,0.943,136.8824
-0.1875462305886173,0.6606996929308253,-0.0092660853331617,0,290.10718,38.702229,10.047,9.581,9.465,11.584,4.54,30.1599411,5010.0,3.62,3.051,1.414,138.51774
-0.0366736890845066,1.2637484366559846,-0.0281189188229608,0,290.10718,38.702229,10.047,9.581,9.465,11.584,3.66,51.0771048,5010.0,3.62,3.051,1.414,152.35694
1.2771067820391746,-0.1325461487404707,1.3652185183401628,2,293.8129,42.04871,12.033,11.687,11.633,13.209,10.66,7.388833611,5845.0,4.558,0.838,0.926,133.9344039
1.2040242256653595,3.2351181477566087,0.4983355820468937,2,291.98694,42.037651,12.772,12.559,12.518,13.717,52.51,2.698021895,6568.0,4.36,1.211,1.229,136.32786
-0.3877083267813734,-0.2889988957732316,0.0493573886638855,0,294.12143,48.349522,12.035,11.469,11.366,13.738,1.29,8.041347775,3980.0,4.722,0.54,0.56,143.038292
-0.3053970990314228,0.1994401321669971,-0.0119828747421167,0,293.14648,47.729649,14.559,14.155,14.079,15.824,2.68,37.5142128,5291.0,4.489,0.882,0.875,189.30015
-0.4797353772607576,-0.4032921909380298,-0.0006275397582272,0,290.67615,48.294289,14.388,14.058,14.121,15.587,1.2,1.796320953,5576.0,4.503,0.829,0.8,133.33662
-0.4596892552876072,-0.3230281769165973,-0.0039274497635283,0,290.67615,48.294289,14.388,14.058,14.121,15.587,1.29,3.468073,5576.0,4.503,0.829,0.8,136.00831
-0.2967260517291065,-0.0042242259535269,0.0616595053006341,0,297.71185,45.261921,12.315,12.028,11.97,13.431,2.78,8.99088621,5881.0,4.315,1.171,1.032,136.73923
-0.4485107197553296,-0.2686076468119423,-0.0082352204285267,0,290.67615,48.294289,14.388,14.058,14.121,15.587,1.31,5.9142668,5576.0,4.503,0.829,0.8,133.49193
-0.3857480298767556,-0.0262470570496283,-0.0168695093623528,0,290.67615,48.294289,14.388,14.058,14.121,15.587,1.81,29.2214959,5576.0,4.503,0.829,0.8,139.32807
-0.3848933837214373,-0.1106660627733876,-0.0006746696938065,0,290.92746,48.44355,13.542,13.201,13.135,14.775,3.35,44.8520997,5514.0,4.345,1.071,0.926,172.46196
-0.1906512312959875,0.5421246752635163,0.011098514223729,0,283.53296,48.094261,12.429,12.147,12.119,13.498,6.63,83.5781976,6056.0,3.788,2.562,1.468,202.45865
-0.4093034803876211,-0.1535583206533888,-0.0018103083048889,0,284.91049,48.431641,13.713,13.415,13.418,14.706,2.04,6.1469956,6110.0,4.285,1.296,1.185,135.07385
-0.5110373259083877,-0.4932500040230062,-0.0034783986166697,0,297.71185,45.261921,12.315,12.028,11.97,13.431,1.24,2.403640701,5881.0,4.315,1.171,1.032,134.73065
